complex_id	complex_name	protein_id
DECOY_2705	DECOY_SMAD3-SMAD4-CTCF protein-DNA complex	P61964
DECOY_2705	DECOY_SMAD3-SMAD4-CTCF protein-DNA complex	P28702
DECOY_2705	DECOY_SMAD3-SMAD4-CTCF protein-DNA complex	Q9UBQ0
DECOY_2706	DECOY_SMAD3-SMAD4-SP1 complex	Q13547
DECOY_2706	DECOY_SMAD3-SMAD4-SP1 complex	Q09028
DECOY_2706	DECOY_SMAD3-SMAD4-SP1 complex	P33778
DECOY_2707	DECOY_SMAD3-SMAD4-FOXO3-FOXG1 complex	O14893
DECOY_2707	DECOY_SMAD3-SMAD4-FOXO3-FOXG1 complex	Q16514
DECOY_2707	DECOY_SMAD3-SMAD4-FOXO3-FOXG1 complex	P03928
DECOY_2707	DECOY_SMAD3-SMAD4-FOXO3-FOXG1 complex	Q9H944
DECOY_2708	DECOY_SMAD3-SMAD4-cJUN complex	P19404
DECOY_2708	DECOY_SMAD3-SMAD4-cJUN complex	P25445
DECOY_2708	DECOY_SMAD3-SMAD4-cJUN complex	P42262
DECOY_2709	DECOY_MMP-9-TIMP-1-LRP complex	O15379
DECOY_2709	DECOY_MMP-9-TIMP-1-LRP complex	Q9H672
DECOY_2709	DECOY_MMP-9-TIMP-1-LRP complex	P08107
DECOY_271	DECOY_Checkpoint 9-1-1 complex	Q15393
DECOY_271	DECOY_Checkpoint 9-1-1 complex	Q9BZE1
DECOY_271	DECOY_Checkpoint 9-1-1 complex	P05106
DECOY_2710	DECOY_LRP-1-Alpha-2-M-annexin VI complex	P19784
DECOY_2710	DECOY_LRP-1-Alpha-2-M-annexin VI complex	Q52LA3
DECOY_2710	DECOY_LRP-1-Alpha-2-M-annexin VI complex	Q9NXF1
DECOY_2711	DECOY_Amyloid beta protein oligomer	P84243
DECOY_2714	DECOY_Ubiquitin E3 ligase (CHEK1, CUL1)	P51531
DECOY_2714	DECOY_Ubiquitin E3 ligase (CHEK1, CUL1)	P24928
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	P84022
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q96FZ7
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q14118
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q86VP6
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q09028
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	O96019
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	P08708
DECOY_2715	DECOY_Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Q9BSM1
DECOY_2716	DECOY_Elongator core complex	P40937
DECOY_2716	DECOY_Elongator core complex	P62854
DECOY_2716	DECOY_Elongator core complex	P06748
DECOY_2717	DECOY_Ubiquitin E3 ligase (TRIM25, DDX58)	Q13547
DECOY_2717	DECOY_Ubiquitin E3 ligase (TRIM25, DDX58)	P31946
DECOY_2718	DECOY_MAD2-CDC20 complex	Q8N983
DECOY_2718	DECOY_MAD2-CDC20 complex	Q92793
DECOY_2719	DECOY_Casein kinase II-HMG1 complex	P63208
DECOY_2719	DECOY_Casein kinase II-HMG1 complex	P51617
DECOY_2719	DECOY_Casein kinase II-HMG1 complex	P51532
DECOY_2719	DECOY_Casein kinase II-HMG1 complex	P15884
DECOY_2720	DECOY_Casein kinase II complex	P98177
DECOY_2720	DECOY_Casein kinase II complex	Q9NVC6
DECOY_2720	DECOY_Casein kinase II complex	Q13287
DECOY_2721-1	DECOY_HCF-1 complex-1	Q92793
DECOY_2721-1	DECOY_HCF-1 complex-1	Q96GD4
DECOY_2721-1	DECOY_HCF-1 complex-1	Q16531
DECOY_2721-1	DECOY_HCF-1 complex-1	P24863
DECOY_2721-1	DECOY_HCF-1 complex-1	Q15653
DECOY_2721-1	DECOY_HCF-1 complex-1	Q13503
DECOY_2721-1	DECOY_HCF-1 complex-1	Q02750
DECOY_2721-1	DECOY_HCF-1 complex-1	P38398
DECOY_2721-1	DECOY_HCF-1 complex-1	P07900
DECOY_2721-1	DECOY_HCF-1 complex-1	Q13769
DECOY_2721-1	DECOY_HCF-1 complex-1	Q9BVA1
DECOY_2721-1	DECOY_HCF-1 complex-1	Q9NYB0
DECOY_2721-1	DECOY_HCF-1 complex-1	P25054
DECOY_2721-1	DECOY_HCF-1 complex-1	P37108
DECOY_2721-1	DECOY_HCF-1 complex-1	Q9UIS9
DECOY_2721-1	DECOY_HCF-1 complex-1	O14936
DECOY_2721-1	DECOY_HCF-1 complex-1	Q03164
DECOY_2721-1	DECOY_HCF-1 complex-1	P24588
DECOY_2721-2	DECOY_HCF-1 complex-2	O95619
DECOY_2721-2	DECOY_HCF-1 complex-2	Q8NFZ5
DECOY_2721-2	DECOY_HCF-1 complex-2	P24863
DECOY_2721-2	DECOY_HCF-1 complex-2	Q92922
DECOY_2721-2	DECOY_HCF-1 complex-2	P28331
DECOY_2721-2	DECOY_HCF-1 complex-2	Q9NZ42
DECOY_2721-2	DECOY_HCF-1 complex-2	O14686
DECOY_2721-2	DECOY_HCF-1 complex-2	P30279
DECOY_2721-2	DECOY_HCF-1 complex-2	P60033
DECOY_2721-2	DECOY_HCF-1 complex-2	Q29980
DECOY_2721-2	DECOY_HCF-1 complex-2	Q9NPI8
DECOY_2721-2	DECOY_HCF-1 complex-2	Q53HL2
DECOY_2721-2	DECOY_HCF-1 complex-2	P63027
DECOY_2721-2	DECOY_HCF-1 complex-2	P48995
DECOY_2721-2	DECOY_HCF-1 complex-2	P26006
DECOY_2721-2	DECOY_HCF-1 complex-2	Q8NEM2
DECOY_2721-2	DECOY_HCF-1 complex-2	Q969G3
DECOY_2721-2	DECOY_HCF-1 complex-2	O75971
DECOY_2722	DECOY_Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q92542
DECOY_2722	DECOY_Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q15836
DECOY_2722	DECOY_Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q9UKL0
DECOY_2723	DECOY_ATM-NBS1 complex	Q00403
DECOY_2723	DECOY_ATM-NBS1 complex	P62308
DECOY_2724	DECOY_Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	P24928
DECOY_2724	DECOY_Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Q96FE5
DECOY_2724	DECOY_Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Q9NR33
DECOY_2724	DECOY_Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Q16665
DECOY_2725	DECOY_Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Q16633
DECOY_2725	DECOY_Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	P24928
DECOY_2725	DECOY_Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	P52655
DECOY_2725	DECOY_Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Q92793
DECOY_2726	DECOY_PXN-ITGB5-PTK2 complex	Q9NXR8
DECOY_2726	DECOY_PXN-ITGB5-PTK2 complex	P08253
DECOY_2726	DECOY_PXN-ITGB5-PTK2 complex	O15235
DECOY_2727	DECOY_SRC-3 complex	P56381
DECOY_2727	DECOY_SRC-3 complex	Q9NYK5
DECOY_2727	DECOY_SRC-3 complex	P49427
DECOY_2727	DECOY_SRC-3 complex	Q5XUX0
DECOY_2727	DECOY_SRC-3 complex	Q13503
DECOY_2727	DECOY_SRC-3 complex	P84022
DECOY_2727	DECOY_SRC-3 complex	P29590
DECOY_2728	DECOY_SRC-1 complex	Q9C005
DECOY_2728	DECOY_SRC-1 complex	P26358
DECOY_2728	DECOY_SRC-1 complex	P06400
DECOY_2728	DECOY_SRC-1 complex	P35269
DECOY_2730	DECOY_Set1B complex	P62945
DECOY_2730	DECOY_Set1B complex	P51531
DECOY_2730	DECOY_Set1B complex	Q9UNE7
DECOY_2730	DECOY_Set1B complex	P21926
DECOY_2730	DECOY_Set1B complex	Q8WTW3
DECOY_2730	DECOY_Set1B complex	Q96T37
DECOY_2731	DECOY_Set1A complex	P62333
DECOY_2731	DECOY_Set1A complex	P11142
DECOY_2731	DECOY_Set1A complex	Q12962
DECOY_2731	DECOY_Set1A complex	P22681
DECOY_2731	DECOY_Set1A complex	Q93034
DECOY_2731	DECOY_Set1A complex	P15531
DECOY_2734	DECOY_APH1A-PSEN1-NCSTN complex	Q12962
DECOY_2734	DECOY_APH1A-PSEN1-NCSTN complex	P55884
DECOY_2734	DECOY_APH1A-PSEN1-NCSTN complex	Q9Y232
DECOY_2735	DECOY_APH1A-PSEN2-NCSTN complex	P32780
DECOY_2735	DECOY_APH1A-PSEN2-NCSTN complex	Q04206
DECOY_2735	DECOY_APH1A-PSEN2-NCSTN complex	P53677
DECOY_2736	DECOY_TAJ-NgR1-LINGO-1 signaling complex	Q12962
DECOY_2736	DECOY_TAJ-NgR1-LINGO-1 signaling complex	O60260
DECOY_2736	DECOY_TAJ-NgR1-LINGO-1 signaling complex	P13861
DECOY_2738	DECOY_BLM complex II	O60907
DECOY_2738	DECOY_BLM complex II	Q9H944
DECOY_2738	DECOY_BLM complex II	P62753
DECOY_2738	DECOY_BLM complex II	Q99962
DECOY_2738	DECOY_BLM complex II	Q15648
DECOY_2738	DECOY_BLM complex II	Q13404
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	Q16576
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	Q14152
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	Q52LA3
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	Q13112
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	P19404
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	Q99708
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	Q6P9B9
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	Q9NVA2
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	P11388
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	P13861
DECOY_2739	DECOY_FA complex (Fanconi anemia complex)	P05386
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	P49848
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	Q15233
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	P49768
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	Q8NDX5
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	P27694
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	Q9NZ42
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	P25490
DECOY_274	DECOY_RAD17-RFC-9-1-1 checkpoint supercomplex	Q9H269
DECOY_2740	DECOY_MutS-alpha complex	Q13547
DECOY_2740	DECOY_MutS-alpha complex	P05556
DECOY_2743	DECOY_TRAF6-MALT1 complex	Q99459
DECOY_2743	DECOY_TRAF6-MALT1 complex	P36897
DECOY_2744	DECOY_TRAF2-MALT1 complex	P12004
DECOY_2744	DECOY_TRAF2-MALT1 complex	P19338
DECOY_2745	DECOY_Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Q92613
DECOY_2745	DECOY_Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	P01138
DECOY_2745	DECOY_Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	P61244
DECOY_2745	DECOY_Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Q13472
DECOY_2745	DECOY_Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Q9BQ95
DECOY_2748	DECOY_Ubiquitin-protein ligase (UBE2N, UBE2V2/MMS2)	Q9Y333
DECOY_2748	DECOY_Ubiquitin-protein ligase (UBE2N, UBE2V2/MMS2)	Q12962
DECOY_2749	DECOY_SETDB1-containing HMTase complex	Q96GM5
DECOY_2749	DECOY_SETDB1-containing HMTase complex	P57740
DECOY_275	DECOY_Checkpoint 9-1-1 complex	Q96ST3
DECOY_275	DECOY_Checkpoint 9-1-1 complex	P62308
DECOY_275	DECOY_Checkpoint 9-1-1 complex	P51531
DECOY_2752	DECOY_CARMA1-BCL10-MALT1 complex	P51946
DECOY_2752	DECOY_CARMA1-BCL10-MALT1 complex	Q9HB96
DECOY_2752	DECOY_CARMA1-BCL10-MALT1 complex	P07948
DECOY_2753	DECOY_FYB-CARMA1-BCL-10-MALT1 complex	P62873
DECOY_2753	DECOY_FYB-CARMA1-BCL-10-MALT1 complex	Q12834
DECOY_2753	DECOY_FYB-CARMA1-BCL-10-MALT1 complex	P54105
DECOY_2753	DECOY_FYB-CARMA1-BCL-10-MALT1 complex	O60563
DECOY_2754	DECOY_JUND-FOSB-SMAD3-SMAD4 complex	Q13485
DECOY_2754	DECOY_JUND-FOSB-SMAD3-SMAD4 complex	O76031
DECOY_2754	DECOY_JUND-FOSB-SMAD3-SMAD4 complex	O75937
DECOY_2754	DECOY_JUND-FOSB-SMAD3-SMAD4 complex	P13984
DECOY_2755	DECOY_17S U2 snRNP	P60660
DECOY_2755	DECOY_17S U2 snRNP	P60709
DECOY_2755	DECOY_17S U2 snRNP	Q13426
DECOY_2755	DECOY_17S U2 snRNP	P35613
DECOY_2755	DECOY_17S U2 snRNP	Q9Y265
DECOY_2755	DECOY_17S U2 snRNP	P62736
DECOY_2755	DECOY_17S U2 snRNP	P49643
DECOY_2755	DECOY_17S U2 snRNP	P24928
DECOY_2755	DECOY_17S U2 snRNP	O75886
DECOY_2755	DECOY_17S U2 snRNP	O15230
DECOY_2755	DECOY_17S U2 snRNP	P49917
DECOY_2755	DECOY_17S U2 snRNP	O75446
DECOY_2755	DECOY_17S U2 snRNP	P07437
DECOY_2755	DECOY_17S U2 snRNP	O60749
DECOY_2755	DECOY_17S U2 snRNP	P14867
DECOY_2755	DECOY_17S U2 snRNP	Q9NV56
DECOY_2755	DECOY_17S U2 snRNP	P26358
DECOY_2755	DECOY_17S U2 snRNP	Q969G3
DECOY_2755	DECOY_17S U2 snRNP	P31323
DECOY_2755	DECOY_17S U2 snRNP	Q9BUN8
DECOY_2755	DECOY_17S U2 snRNP	P84022
DECOY_2755	DECOY_17S U2 snRNP	O95983
DECOY_2755	DECOY_17S U2 snRNP	O14893
DECOY_2755	DECOY_17S U2 snRNP	P01236
DECOY_2755	DECOY_17S U2 snRNP	O75446
DECOY_2755	DECOY_17S U2 snRNP	Q06330
DECOY_2755	DECOY_17S U2 snRNP	Q92769
DECOY_2755	DECOY_17S U2 snRNP	Q9UBW7
DECOY_2755	DECOY_17S U2 snRNP	P49768
DECOY_2755	DECOY_17S U2 snRNP	Q96BD5
DECOY_2755	DECOY_17S U2 snRNP	P49411
DECOY_2755	DECOY_17S U2 snRNP	Q9UM13
DECOY_2755	DECOY_17S U2 snRNP	P37173
DECOY_2756	DECOY_Ubiquitin-protein-ligase (UBE2N, UBE2V2/MMS2)	P09884
DECOY_2756	DECOY_Ubiquitin-protein-ligase (UBE2N, UBE2V2/MMS2)	Q9BVC4
DECOY_2757	DECOY_SMN complex, U7 snRNA specific	Q52LA3
DECOY_2757	DECOY_SMN complex, U7 snRNA specific	O43678
DECOY_2757	DECOY_SMN complex, U7 snRNA specific	Q9BXL7
DECOY_2757	DECOY_SMN complex, U7 snRNA specific	Q14687
DECOY_2757	DECOY_SMN complex, U7 snRNA specific	Q96ST3
DECOY_2757	DECOY_SMN complex, U7 snRNA specific	P61024
DECOY_2757	DECOY_SMN complex, U7 snRNA specific	Q13797
DECOY_2758	DECOY_TRIKA2 protein kinase complex (TAK1, TAB1, TAB2)	P20226
DECOY_2758	DECOY_TRIKA2 protein kinase complex (TAK1, TAB1, TAB2)	Q9Y4A5
DECOY_2758	DECOY_TRIKA2 protein kinase complex (TAK1, TAB1, TAB2)	O15111
DECOY_2759	DECOY_MBD1-MCAF complex	P61586
DECOY_2759	DECOY_MBD1-MCAF complex	Q9Y2X0
DECOY_276	DECOY_Checkpoint 9-1-1 complex	P24941
DECOY_276	DECOY_Checkpoint 9-1-1 complex	P49643
DECOY_276	DECOY_Checkpoint 9-1-1 complex	P49336
DECOY_2760	DECOY_SMAD3-SMAD4-FOXO3 complex	P35269
DECOY_2760	DECOY_SMAD3-SMAD4-FOXO3 complex	Q13112
DECOY_2760	DECOY_SMAD3-SMAD4-FOXO3 complex	O00571
DECOY_2761	DECOY_SMAD3-SMAD4-FOXO1 complex	Q92878
DECOY_2761	DECOY_SMAD3-SMAD4-FOXO1 complex	P51805
DECOY_2761	DECOY_SMAD3-SMAD4-FOXO1 complex	Q9NYK5
DECOY_2762	DECOY_SMAD3-SMAD4-FOXO4 complex	Q96RN5
DECOY_2762	DECOY_SMAD3-SMAD4-FOXO4 complex	O75533
DECOY_2762	DECOY_SMAD3-SMAD4-FOXO4 complex	O15392
DECOY_2763	DECOY_MBD1-Suv39h1-HP1 complex	O75362
DECOY_2763	DECOY_MBD1-Suv39h1-HP1 complex	P39019
DECOY_2763	DECOY_MBD1-Suv39h1-HP1 complex	Q9H4A3
DECOY_2764	DECOY_PRMT5 complex	P78527
DECOY_2765	DECOY_PRMT1 complex	P62140
DECOY_2766	DECOY_TERF2-RAP1 complex	P40337
DECOY_2766	DECOY_TERF2-RAP1 complex	P09429
DECOY_2766	DECOY_TERF2-RAP1 complex	Q9Y624
DECOY_2766	DECOY_TERF2-RAP1 complex	Q9NWU5
DECOY_2766	DECOY_TERF2-RAP1 complex	P63261
DECOY_2766	DECOY_TERF2-RAP1 complex	P26006
DECOY_2766	DECOY_TERF2-RAP1 complex	P11387
DECOY_2767	DECOY_RAD50-MRE11-NBN-p200-p350 complex	Q9UMS4
DECOY_2767	DECOY_RAD50-MRE11-NBN-p200-p350 complex	P62851
DECOY_2767	DECOY_RAD50-MRE11-NBN-p200-p350 complex	Q07817
DECOY_277	DECOY_RFC complex	P62318
DECOY_277	DECOY_RFC complex	P18077
DECOY_277	DECOY_RFC complex	O00267
DECOY_277	DECOY_RFC complex	O00401
DECOY_277	DECOY_RFC complex	P04004
DECOY_2770	DECOY_ITGA6-ITGB4-CD9 complex	P50402
DECOY_2770	DECOY_ITGA6-ITGB4-CD9 complex	Q14746
DECOY_2770	DECOY_ITGA6-ITGB4-CD9 complex	Q14191
DECOY_2772	DECOY_Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Q86U86
DECOY_2772	DECOY_Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	P24928
DECOY_2772	DECOY_Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Q6QNY1
DECOY_2772	DECOY_Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	P09884
DECOY_2773	DECOY_Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Q8TAQ2
DECOY_2773	DECOY_Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Q15554
DECOY_2773	DECOY_Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	P09661
DECOY_2773	DECOY_Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Q9BZJ0
DECOY_2774	DECOY_MDC1-H2AFX-TP53BP1 complex	P06239
DECOY_2774	DECOY_MDC1-H2AFX-TP53BP1 complex	P24863
DECOY_2774	DECOY_MDC1-H2AFX-TP53BP1 complex	O94763
DECOY_2775	DECOY_MDC1-p53BP1-SMC1 complex	Q9Y5Q8
DECOY_2775	DECOY_MDC1-p53BP1-SMC1 complex	O95782
DECOY_2775	DECOY_MDC1-p53BP1-SMC1 complex	P01138
DECOY_2776	DECOY_RAD50-BRCA1 complex	Q8NG66
DECOY_2776	DECOY_RAD50-BRCA1 complex	O43913
DECOY_278	DECOY_RFC core complex	P20248
DECOY_278	DECOY_RFC core complex	O75486
DECOY_278	DECOY_RFC core complex	Q08945
DECOY_2783	DECOY_BARD1-BRCA1-CSTF64 complex	Q9UQL6
DECOY_2783	DECOY_BARD1-BRCA1-CSTF64 complex	Q02952
DECOY_2783	DECOY_BARD1-BRCA1-CSTF64 complex	P06493
DECOY_2786	DECOY_BRCA1 A complex	P62877
DECOY_2786	DECOY_BRCA1 A complex	P40189
DECOY_2786	DECOY_BRCA1 A complex	Q14192
DECOY_2786	DECOY_BRCA1 A complex	O14617
DECOY_2787	DECOY_BRCA1 C complex	Q93074
DECOY_2787	DECOY_BRCA1 C complex	P04637
DECOY_2787	DECOY_BRCA1 C complex	P63096
DECOY_2787	DECOY_BRCA1 C complex	Q96GM5
DECOY_2788	DECOY_BRCA1 B complex	Q06330
DECOY_2788	DECOY_BRCA1 B complex	P62841
DECOY_2788	DECOY_BRCA1 B complex	Q12873
DECOY_2789	DECOY_ETS2-ERG complex	Q13263
DECOY_2789	DECOY_ETS2-ERG complex	Q9NW38
DECOY_279	DECOY_RFC complex (activator A 1 complex)	Q92922
DECOY_279	DECOY_RFC complex (activator A 1 complex)	Q13490
DECOY_279	DECOY_RFC complex (activator A 1 complex)	P49959
DECOY_279	DECOY_RFC complex (activator A 1 complex)	Q12846
DECOY_279	DECOY_RFC complex (activator A 1 complex)	P20226
DECOY_2790	DECOY_ETS2-ETS1 complex	Q13472
DECOY_2790	DECOY_ETS2-ETS1 complex	Q7Z7H8
DECOY_2791	DECOY_MCM4-MCM6-MCM7 complex	P62857
DECOY_2791	DECOY_MCM4-MCM6-MCM7 complex	P60709
DECOY_2791	DECOY_MCM4-MCM6-MCM7 complex	Q93074
DECOY_2792	DECOY_MCM2-MCM4-MCM6-MCM7 complex	Q86YP4
DECOY_2792	DECOY_MCM2-MCM4-MCM6-MCM7 complex	Q96SB4
DECOY_2792	DECOY_MCM2-MCM4-MCM6-MCM7 complex	O15169
DECOY_2792	DECOY_MCM2-MCM4-MCM6-MCM7 complex	Q96T58
DECOY_2797	DECOY_PCNA-CHL12-RFC2-5 complex	Q8TAQ2
DECOY_2797	DECOY_PCNA-CHL12-RFC2-5 complex	O43915
DECOY_2797	DECOY_PCNA-CHL12-RFC2-5 complex	P84022
DECOY_2797	DECOY_PCNA-CHL12-RFC2-5 complex	Q12824
DECOY_2797	DECOY_PCNA-CHL12-RFC2-5 complex	Q03164
DECOY_2797	DECOY_PCNA-CHL12-RFC2-5 complex	Q92922
DECOY_2798	DECOY_MMP-2-claudin-1 complex	Q15370
DECOY_2798	DECOY_MMP-2-claudin-1 complex	Q92905
DECOY_2799	DECOY_RFC complex	Q96BI3
DECOY_2799	DECOY_RFC complex	Q92922
DECOY_2799	DECOY_RFC complex	Q16576
DECOY_2799	DECOY_RFC complex	Q99689
DECOY_2799	DECOY_RFC complex	Q04725
DECOY_280	DECOY_HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P36507
DECOY_280	DECOY_HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P62877
DECOY_280	DECOY_HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	Q04727
DECOY_280	DECOY_HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	Q9Y333
DECOY_280	DECOY_HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P30260
DECOY_2801	DECOY_OCT4-SOX2 DNA-protein complex	P31749
DECOY_2801	DECOY_OCT4-SOX2 DNA-protein complex	Q14919
DECOY_2802	DECOY_OCT1-SOX2 DNA-protein complex	P55316
DECOY_2802	DECOY_OCT1-SOX2 DNA-protein complex	O15111
DECOY_2803	DECOY_PAX6-SOX2 DNA-protein complex	Q04917
DECOY_2803	DECOY_PAX6-SOX2 DNA-protein complex	Q6VMQ6
DECOY_2804	DECOY_CTF18-cohesion-RFC complex	Q16576
DECOY_2804	DECOY_CTF18-cohesion-RFC complex	Q9HD33
DECOY_2804	DECOY_CTF18-cohesion-RFC complex	O43516
DECOY_2804	DECOY_CTF18-cohesion-RFC complex	P07900
DECOY_2804	DECOY_CTF18-cohesion-RFC complex	O60934
DECOY_2804	DECOY_CTF18-cohesion-RFC complex	P35251
DECOY_2804	DECOY_CTF18-cohesion-RFC complex	Q15796
DECOY_2805	DECOY_CTF8-DCC1 subcomplex	P11802
DECOY_2805	DECOY_CTF8-DCC1 subcomplex	O75251
DECOY_2806	DECOY_CTF8-CTF18-DCC1 subcomplex	Q9NTJ3
DECOY_2806	DECOY_CTF8-CTF18-DCC1 subcomplex	Q15054
DECOY_2806	DECOY_CTF8-CTF18-DCC1 subcomplex	O75448
DECOY_2808	DECOY_RAD9-RAD1-HUS1-APE1 complex	Q9Y4A5
DECOY_2808	DECOY_RAD9-RAD1-HUS1-APE1 complex	P62906
DECOY_2808	DECOY_RAD9-RAD1-HUS1-APE1 complex	P36941
DECOY_2808	DECOY_RAD9-RAD1-HUS1-APE1 complex	Q15544
DECOY_2809	DECOY_9-1-1 complex	P35222
DECOY_2809	DECOY_9-1-1 complex	P17844
DECOY_2809	DECOY_9-1-1 complex	P50281
DECOY_281	DECOY_NELF complex (Negative elongation factor complex)	Q71F56
DECOY_281	DECOY_NELF complex (Negative elongation factor complex)	P61964
DECOY_281	DECOY_NELF complex (Negative elongation factor complex)	Q7RTV0
DECOY_281	DECOY_NELF complex (Negative elongation factor complex)	P11387
DECOY_2810	DECOY_Rad17-RFC complex	Q12879
DECOY_2810	DECOY_Rad17-RFC complex	Q07864
DECOY_2810	DECOY_Rad17-RFC complex	P52655
DECOY_2810	DECOY_Rad17-RFC complex	P52298
DECOY_2810	DECOY_Rad17-RFC complex	Q6P2Q9
DECOY_2811	DECOY_BRCA1-cABL complex	Q9UKV8
DECOY_2811	DECOY_BRCA1-cABL complex	P42345
DECOY_2812	DECOY_RPAP1-RPB2-RPB3 complex	O00231
DECOY_2812	DECOY_RPAP1-RPB2-RPB3 complex	P39023
DECOY_2812	DECOY_RPAP1-RPB2-RPB3 complex	O75934
DECOY_2813	DECOY_BRCA1-SMAD3 complex	P04637
DECOY_2813	DECOY_BRCA1-SMAD3 complex	Q15287
DECOY_2814	DECOY_BRCA1-HDAC1-HDAC2 complex	Q9UBL3
DECOY_2814	DECOY_BRCA1-HDAC1-HDAC2 complex	P12314
DECOY_2814	DECOY_BRCA1-HDAC1-HDAC2 complex	Q92890
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	P22694
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	P49959
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	Q5RKV6
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	Q92542
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	Q6P1X5
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	P48431
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	P56282
DECOY_2815	DECOY_BRCA1-BARD1-BACH1-DNA damage complex II	O96019
DECOY_2816	DECOY_ITGAV-ITGB3 complex	O75530
DECOY_2816	DECOY_ITGAV-ITGB3 complex	P49643
